Year,Month,Airline Code,Airline,Total Noise Exceedances,Total Operations per Month,Exceedances per 1000 Operations,Noise Exceedance Quality Rating Score,Noise Exceedance Rating
2016,March,SIA,SINGAPORE AIRLINES,7,124,56,9.49,9.49
2016,March,CAL,CHINA AIRLINES,6,105,57,9.48,9.48
2016,March,SCX,SUN COUNTRY,4,64,63,9.44,9.44
2016,March,BAW,BRITISH AIRWAYS,11,124,89,9.2,9.20
2016,March,EVA,EVA AIRWAYS,15,135,111,9,9.00
2016,March,HAL,HAWAIIAN AIRLINES,14,124,113,8.98,8.98
2016,March,CPA,CATHAY PACIFIC AIRWAYS,17,150,113,8.98,8.98
2016,March,PAL,PHILIPPINE AIRLINES,8,62,129,8.83,8.83
2016,March,AIC,AIR INDIA,4,26,154,8.61,8.61
2016,March,FDX,FEDERAL EXPRESS,16,92,174,8.43,8.43
2016,March,ETD,ETIHAD AIRWAYS,11,62,177,8.4,8.40
2016,March,GTI,ATLAS AIR,22,92,239,7.84,7.84
2016,March,TAI,TACA INTERNATIONAL AIRLINES,22,87,253,7.72,7.72
2016,March,NCA,NIPPON CARGO AIRLINES,19,54,352,6.82,6.82
2016,March,AAR,ASIANA AIRLINES,38,93,409,6.31,6.31
2016,March,KAL,KOREAN AIR,61,124,492,5.56,5.56
2016,March,AMX,AEROMEXICO,22,44,500,5.48,5.48
2016,March,QFA,QANTAS AIRWAYS,55,54,1019,0.8,0.80
2016,March,CKS,KALITTA AIR,31,28,1107,0,0.00
2016,April,EJA,NETJETS AVIATION,1,347,3,9.99,9.99
2016,April,SKW,SKYWEST,26,6380,4,9.98,9.98
2016,April,SCX,SUN COUNTRY,1,89,11,9.96,9.96
2016,April,AFR,AIR FRANCE,1,59,17,9.94,9.94
2016,April,DLH,LUFTHANSA,2,118,17,9.94,9.94
2016,April,THY,TURKISH AIRLINES,1,59,17,9.94,9.94
2016,April,CPZ,COMPASS AIRLINES,16,888,18,9.93,9.93
2016,April,FFT,FRONTIER AIRLINES,8,415,19,9.93,9.93
2016,April,VRD,VIRGIN AMERICA,68,3467,20,9.93,9.93
2016,April,DAL,DELTA AIRLINES,48,2191,22,9.92,9.92
2016,April,ASA,ALASKA AIRLINES,36,1085,33,9.88,9.88
2016,April,ACA,AIR CANADA,16,433,37,9.86,9.86
2016,April,AAL,AMERICAN AIRLINES,97,2574,38,9.86,9.86
2016,April,SWA,SOUTHWEST AIRLINES,101,2576,39,9.85,9.85
2016,April,UAL,UNITED AIRLINES,390,9790,40,9.85,9.85
2016,April,JBU,JETBLUE,42,972,43,9.84,9.84
2016,April,SWR,SWISS INTERNATIONAL AIRLINES,3,59,51,9.81,9.81
2016,April,AMX,AEROMEXICO,8,157,51,9.81,9.81
2016,April,EAL,EASTERN AIRLINES,1,10,100,9.63,9.63
2016,April,CMP,COPA AIRLINES,6,59,102,9.62,9.62
2016,April,HAL,HAWAIIAN AIRLINES,16,120,133,9.5,9.50
2016,April,TAI,TACA INTERNATIONAL AIRLINES,12,86,140,9.48,9.48
2016,April,ETD,ETIHAD AIRWAYS,10,60,167,9.38,9.38
2016,April,AIC,AIR INDIA,5,26,192,9.28,9.28
2016,April,FDX,FEDERAL EXPRESS,20,90,222,9.17,9.17
2016,April,GTI,ATLAS AIR,21,84,250,9.07,9.07
2016,April,SIA,SINGAPORE AIRLINES,30,118,254,9.05,9.05
2016,April,JAL,JAPAN AIRLINES,19,60,317,8.82,8.82
2016,April,NCA,NIPPON CARGO AIRLINES,17,52,327,8.78,8.78
2016,April,CAL,CHINA AIRLINES,40,112,357,8.67,8.67
2016,April,CPA,CATHAY PACIFIC AIRWAYS,52,137,380,8.58,8.58
2016,April,EVA,EVA AIRWAYS,49,125,392,8.54,8.54
2016,April,ANZ,AIR NEW ZEALAND,30,60,500,8.13,8.13
2016,April,PAL,PHILIPPINE AIRLINES,38,60,633,7.64,7.64
2016,April,KAL,KOREAN AIR,89,121,736,7.25,7.25
2016,April,AAR,ASIANA AIRLINES,78,88,886,6.69,6.69
2016,April,QFA,QANTAS AIRWAYS,123,50,2460,0.82,0.82
2016,April,CKS,KALITTA AIR,75,28,2679,0,0.00
2016,May,SKW,SKYWEST,35,6981,5,9.98,9.98
2016,May,DLH,LUFTHANSA,1,124,8,9.97,9.97
2016,May,VIR,VIRGIN ATLANTIC,1,109,9,9.97,9.97
2016,May,AFR,AIR FRANCE,1,87,11,9.96,9.96
2016,May,CES,CHINA EASTERN,1,64,16,9.94,9.94
2016,May,CCA,AIR CHINA,1,61,16,9.94,9.94
2016,May,VRD,VIRGIN AMERICA,85,3605,24,9.91,9.91
2016,May,KLM,KLM ROYAL DUTCH AIRLINES,2,78,26,9.9,9.90
2016,May,CPZ,COMPASS AIRLINES,19,725,26,9.9,9.90
2016,May,DAL,DELTA AIRLINES,66,2342,28,9.89,9.89
2016,May,FFT,FRONTIER AIRLINES,12,417,29,9.89,9.89
2016,May,ACA,AIR CANADA,21,648,32,9.88,9.88
2016,May,AMX,AEROMEXICO,6,157,38,9.86,9.86
2016,May,SWA,SOUTHWEST AIRLINES,105,2705,39,9.85,9.85
2016,May,AAL,AMERICAN AIRLINES,115,2840,40,9.85,9.85
2016,May,ASA,ALASKA AIRLINES,48,1112,43,9.84,9.84
2016,May,UAL,UNITED AIRLINES,463,10550,44,9.83,9.83
2016,May,JBU,JETBLUE,45,963,47,9.82,9.82
2016,May,WJA,WESTJET AIRLINES,14,122,115,9.57,9.57
2016,May,SAS,SAS SCANDINAVIAN AIRLINES,7,60,117,9.56,9.56
2016,May,CMP,COPA AIRLINES,8,62,129,9.51,9.51
2016,May,ETD,ETIHAD AIRWAYS,8,61,131,9.51,9.51
2016,May,HAL,HAWAIIAN AIRLINES,20,124,161,9.39,9.39
2016,May,TAI,TACA INTERNATIONAL AIRLINES,14,85,165,9.38,9.38
2016,May,FDX,FEDERAL EXPRESS,18,84,214,9.19,9.19
2016,May,AIC,AIR INDIA,6,26,231,9.13,9.13
2016,May,EAL,EASTERN AIRLINES,1,4,250,9.06,9.06
2016,May,SIA,SINGAPORE AIRLINES,31,123,252,9.05,9.05
2016,May,CAL,CHINA AIRLINES,34,113,301,8.87,8.87
2016,May,NCA,NIPPON CARGO AIRLINES,17,50,340,8.72,8.72
2016,May,GTI,ATLAS AIR,32,90,356,8.66,8.66
2016,May,JAL,JAPAN AIRLINES,26,61,426,8.39,8.39
2016,May,CPA,CATHAY PACIFIC AIRWAYS,68,147,463,8.26,8.26
2016,May,AAR,ASIANA AIRLINES,47,98,480,8.19,8.19
2016,May,EVA,EVA AIRWAYS,65,132,492,8.14,8.14
2016,May,ANZ,AIR NEW ZEALAND,43,61,705,7.34,7.34
2016,May,KAL,KOREAN AIR,94,124,758,7.14,7.14
2016,May,PAL,PHILIPPINE AIRLINES,66,71,930,6.5,6.50
2016,May,QFA,QANTAS AIRWAYS,131,52,2519,0.51,0.51
2016,May,CKS,KALITTA AIR,69,26,2654,0,-0.00
2016,June,SKW,SKYWEST,27,6507,4,9.98,9.98
2016,June,FFT,FRONTIER AIRLINES,4,395,10,9.96,9.96
2016,June,ACA,AIR CANADA,9,731,12,9.95,9.95
2016,June,SCX,SUN COUNTRY,2,158,13,9.95,9.95
2016,June,VRD,VIRGIN AMERICA,47,3622,13,9.95,9.95
2016,June,ETD,ETIHAD AIRWAYS,1,60,17,9.94,9.94
2016,June,SWR,SWISS INTERNATIONAL AIRLINES,1,60,17,9.94,9.94
2016,June,BAW,BRITISH AIRWAYS,2,118,17,9.94,9.94
2016,June,DAL,DELTA AIRLINES,48,2556,19,9.93,9.93
2016,June,CPZ,COMPASS AIRLINES,19,829,23,9.92,9.92
2016,June,KLM,ROYAL DUTCH AIRLINES,2,78,26,9.91,9.91
2016,June,JBU,JETBLUE,25,940,27,9.9,9.90
2016,June,ASA,ALASKA AIRLINES,31,1066,29,9.89,9.89
2016,June,SWA,SOUTHWEST AIRLINES,95,2653,36,9.87,9.87
2016,June,UAL,UNITED AIRLINES,403,11083,36,9.87,9.87
2016,June,AAL,AMERICAN AIRLINES,114,2889,39,9.85,9.85
2016,June,AFR,AIR FRANCE,5,110,45,9.83,9.83
2016,June,EAL,EASTERN AIRLINES,1,8,125,9.54,9.54
2016,June,CMP,COPA AIRLINES,8,60,133,9.51,9.51
2016,June,WJA,WESTJET AIRLINES,17,120,142,9.48,9.48
2016,June,AMX,AEROMEXICO,29,187,155,9.43,9.43
2016,June,TAI,TACA INTERNATIONAL AIRLINES,15,85,176,9.35,9.35
2016,June,FDX,FEDERAL EXPRESS,17,92,185,9.32,9.32
2016,June,HAL,HAWAIIAN AIRLINES,24,120,200,9.26,9.26
2016,June,GTI,ATLAS AIR,21,88,239,9.12,9.12
2016,June,NCA,NIPPON CARGO AIRLINES,13,52,250,9.07,9.07
2016,June,SIA,SINGAPORE AIRLINES,30,120,250,9.07,9.07
2016,June,CAL,CHINA AIRLINES,29,101,287,8.94,8.94
2016,June,AIC,AIR INDIA,8,26,308,8.86,8.86
2016,June,JAL,JAPAN AIRLINES,20,59,339,8.74,8.74
2016,June,EVA,EVA AIRWAYS,49,128,383,8.58,8.58
2016,June,CPA,CATHAY PACIFIC AIRWAYS,58,145,400,8.52,8.52
2016,June,AAR,ASIANA AIRLINES,53,104,510,8.11,8.11
2016,June,FJI,FIJI AIRWAYS,5,9,556,7.94,7.94
2016,June,ANZ,AIR NEW ZEALAND,32,54,593,7.81,7.81
2016,June,KAL,KOREAN AIR,82,120,683,7.47,7.47
2016,June,PAL,PHILIPPINE AIRLINES,74,85,871,6.78,6.78
2016,June,QFA,QANTAS AIRWAYS,107,51,2098,2.23,2.23
2016,June,CKS,KALITTA AIR,27,10,2700,0,0.00
2016,July,DLH,LUFTHANSA,1,124,8,9.97,9.97
2016,July,SKW,SKYWEST,54,6216,9,9.97,9.97
2016,July,ANA,ALL NIPPON AIRWAYS,1,62,16,9.94,9.94
2016,July,SAS,SAS SCANDINAVIAN AIRLINES,1,61,16,9.94,9.94
2016,July,THY,TURKISH AIRLINES,1,55,18,9.93,9.93
2016,July,VRD,VIRGIN AMERICA,68,3690,18,9.93,9.93
2016,July,DAL,DELTA AIRLINES,55,2757,20,9.92,9.92
2016,July,BER,AIR BERLIN,1,44,23,9.91,9.91
2016,July,ASA,ALASKA AIRLINES,25,1091,23,9.91,9.91
2016,July,SCX,SUN COUNTRY,4,173,23,9.91,9.91
2016,July,WOW,WOW AIR,1,43,23,9.91,9.91
2016,July,FFT,FRONTIER AIRLINES,12,495,24,9.91,9.91
2016,July,CPZ,COMPASS AIRLINES,20,823,24,9.91,9.91
2016,July,ACA,AIR CANADA,19,769,25,9.91,9.91
2016,July,JBU,JETBLUE,25,957,26,9.9,9.90
2016,July,SWR,SWISS INTERNATIONAL AIRLINES,3,114,26,9.9,9.90
2016,July,VIR,VIRGIN ATLANTIC,3,112,27,9.9,9.90
2016,July,ETD,ETIHAD AIRWAYS,2,62,32,9.88,9.88
2016,July,XLF,XL AIRWAYS,1,25,40,9.85,9.85
2016,July,UAL,UNITED AIRLINES,513,11956,43,9.84,9.84
2016,July,SWA,SOUTHWEST AIRLINES,119,2638,45,9.83,9.83
2016,July,AAL,AMERICAN AIRLINES,158,2959,53,9.8,9.80
2016,July,AFR,AIR FRANCE,8,123,65,9.75,9.75
2016,July,WJA,WESTJET AIRLINES,16,123,130,9.51,9.51
2016,July,HAL,HAWAIIAN AIRLINES,19,126,151,9.43,9.43
2016,July,VOI,VOLARIS,16,105,152,9.43,9.43
2016,July,TAI,TACA INTERNATIONAL AIRLINES,15,94,160,9.4,9.40
2016,July,FDX,FEDERAL EXPRESS,15,83,181,9.32,9.32
2016,July,AMX,AEROMEXICO,38,204,186,9.3,9.30
2016,July,NCA,NIPPON CARGO AIRLINES,15,54,278,8.95,8.95
2016,July,CMP,COPA AIRLINES,12,43,279,8.95,8.95
2016,July,AIC,AIR INDIA,9,28,321,8.79,8.79
2016,July,GTI,ATLAS AIR,28,84,333,8.74,8.74
2016,July,CAL,CHINA AIRLINES,34,99,343,8.71,8.71
2016,July,SIA,SINGAPORE AIRLINES,46,123,374,8.59,8.59
2016,July,EVA,EVA AIRWAYS,52,132,394,8.52,8.52
2016,July,JAL,JAPAN AIRLINES,27,62,435,8.36,8.36
2016,July,FJI,FIJI AIRWAYS,10,19,526,8.02,8.02
2016,July,CPA,CATHAY PACIFIC AIRWAYS,80,149,537,7.98,7.98
2016,July,AAR,ASIANA AIRLINES,63,88,716,7.3,7.30
2016,July,KAL,KOREAN AIR,96,130,738,7.22,7.22
2016,July,PAL,PHILIPPINE AIRLINES,70,88,795,7,7.00
2016,July,ANZ,AIR NEW ZEALAND,55,61,902,6.6,6.60
2016,July,CKS,KALITTA AIR,66,28,2357,1.12,1.12
2016,July,QFA,QANTAS AIRWAYS,146,55,2655,0,-0.00
2016,August,EJA,NETJETS AVIATION,2,448,4,9.98,9.98
2016,August,SKW,SKYWEST,41,6356,6,9.98,9.98
2016,August,AFR,AIR FRANCE,1,124,8,9.97,9.97
2016,August,BAW,BRITISH AIRWAYS,1,123,8,9.97,9.97
2016,August,KLM,ROYAL DUTCH AIRLINES,1,79,13,9.95,9.95
2016,August,VRD,VIRGIN AMERICA,48,3763,13,9.95,9.95
2016,August,SCX,SUN COUNTRY,3,162,19,9.93,9.93
2016,August,ACA,AIR CANADA,16,768,21,9.93,9.93
2016,August,DAL,DELTA AIRLINES,59,2736,22,9.92,9.92
2016,August,CPZ,COMPASS AIRLINES,20,913,22,9.92,9.92
2016,August,WOW,WOW AIR,1,44,23,9.92,9.92
2016,August,SWA,SOUTHWEST AIRLINES,72,2813,26,9.91,9.91
2016,August,CSN,CHINA EASTERN,2,62,32,9.88,9.88
2016,August,AAL,AMERICAN AIRLINES,101,2907,35,9.88,9.88
2016,August,FFT,FRONTIER AIRLINES,19,508,37,9.87,9.87
2016,August,ASA,ALASKA AIRLINES,41,1093,38,9.87,9.87
2016,August,UAL,UNITED AIRLINES,482,12535,38,9.86,9.86
2016,August,JBU,JETBLUE,41,1004,41,9.85,9.85
2016,August,XLF,XL AIRWAYS,2,26,77,9.73,9.73
2016,August,ETD,ETIHAD AIRWAYS,5,62,81,9.71,9.71
2016,August,HAL,HAWAIIAN AIRLINES,14,123,114,9.59,9.59
2016,August,WJA,WESTJET AIRLINES,15,124,121,9.57,9.57
2016,August,VOI,VOLARIS,14,106,132,9.53,9.53
2016,August,NCA,NIPPON CARGO AIRLINES,8,53,151,9.46,9.46
2016,August,TAI,TACA INTERNATIONAL AIRLINES,15,97,155,9.45,9.45
2016,August,AMX,AEROMEXICO,31,192,161,9.42,9.42
2016,August,EAL,EASTERN AIRLINES,1,6,167,9.4,9.40
2016,August,CCA,AIR CHINA,17,96,177,9.37,9.37
2016,August,FDX,FEDERAL EXPRESS,20,90,222,9.21,9.21
2016,August,SIA,SINGAPORE AIRLINES,29,124,234,9.16,9.16
2016,August,CAL,CHINA AIRLINES,27,105,257,9.08,9.08
2016,August,CMP,COPA AIRLINES,16,62,258,9.08,9.08
2016,August,GTI,ATLAS AIR,26,93,280,9,9.00
2016,August,AAR,ASIANA AIRLINES,22,72,306,8.91,8.91
2016,August,AIC,AIR INDIA,8,25,320,8.86,8.86
2016,August,JAL,JAPAN AIRLINES,23,62,371,8.68,8.68
2016,August,EVA,EVA AIRWAYS,68,140,486,8.27,8.27
2016,August,CPA,CATHAY PACIFIC AIRWAYS,72,144,500,8.21,8.21
2016,August,ANZ,AIR NEW ZEALAND,28,53,528,8.11,8.11
2016,August,FJI,FIJI AIRWAYS,5,8,625,7.77,7.77
2016,August,KAL,KOREAN AIR,81,124,653,7.67,7.67
2016,August,PAL,PHILIPPINE AIRLINES,67,88,761,7.28,7.28
2016,August,PAC,POLAR AIR CARGO,45,19,2368,1.54,1.54
2016,August,QFA,QANTAS AIRWAYS,123,51,2412,1.39,1.39
2016,August,CKS,KALITTA AIR,70,25,2800,0,0.00
2016,September,SKW,SKYWEST,29,6303,5,9.98,9.98
2016,September,ACA,AIR CANADA,5,669,7,9.97,9.97
2016,September,DLH,LUFTHANSA,1,119,8,9.96,9.96
2016,September,BAW,BRITISH AIRWAYS,1,118,8,9.96,9.96
2016,September,KLM,ROYAL DUTCH AIRLINES,1,74,14,9.94,9.94
2016,September,CPZ,COMPASS AIRLINES,13,948,14,9.94,9.94
2016,September,DAL,DELTA AIRLINES,28,1973,14,9.94,9.94
2016,September,VRD,VIRGIN AMERICA,51,3434,15,9.94,9.94
2016,September,CES,CHINA EASTERN,1,62,16,9.93,9.93
2016,September,SWA,SOUTHWEST AIRLINES,60,2735,22,9.91,9.91
2016,September,FFT,FRONTIER AIRLINES,11,483,23,9.9,9.90
2016,September,VOI,VOLARIS,3,110,27,9.88,9.88
2016,September,AAL,AMERICAN AIRLINES,81,2661,30,9.87,9.87
2016,September,ANA,ALL NIPPON AIRWAYS,2,59,34,9.85,9.85
2016,September,UAL,UNITED AIRLINES,385,10915,35,9.85,9.85
2016,September,ASA,ALASKA AIRLINES,37,1033,36,9.85,9.85
2016,September,JBU,JETBLUE,39,964,40,9.83,9.83
2016,September,WJA,WESTJET AIRLINES,6,120,50,9.79,9.79
2016,September,ETD,ETIHAD AIRWAYS,4,61,66,9.72,9.72
2016,September,TAI,TACA INTERNATIONAL AIRLINES,7,83,84,9.64,9.64
2016,September,AMX,AEROMEXICO,16,171,94,9.6,9.60
2016,September,HAL,HAWAIIAN AIRLINES,13,117,111,9.52,9.52
2016,September,FDX,FEDERAL EXPRESS,11,84,131,9.44,9.44
2016,September,CCA,AIR CHINA,13,94,138,9.41,9.41
2016,September,CMP,COPA AIRLINES,10,61,164,9.3,9.30
2016,September,GTI,ATLAS AIR,19,88,216,9.07,9.07
2016,September,SIA,SINGAPORE AIRLINES,28,118,237,8.98,8.98
2016,September,NCA,NIPPON CARGO AIRLINES,13,52,250,8.93,8.93
2016,September,CAL,CHINA AIRLINES,32,100,320,8.63,8.63
2016,September,JAL,JAPAN AIRLINES,20,60,333,8.57,8.57
2016,September,CPA,CATHAY PACIFIC AIRWAYS,47,135,348,8.51,8.51
2016,September,ANZ,AIR NEW ZEALAND,23,60,383,8.36,8.36
2016,September,AIC,AIR INDIA,10,25,400,8.29,8.29
2016,September,EVA,EVA AIRWAYS,54,124,435,8.13,8.13
2016,September,PAL,PHILIPPINE AIRLINES,38,60,633,7.29,7.29
2016,September,KAL,KOREAN AIR,84,119,706,6.97,6.97
2016,September,AAR,ASIANA AIRLINES,92,108,852,6.35,6.35
2016,September,PAC,POLAR AIR CARGO,2,2,1000,5.71,5.71
2016,September,CKS,KALITTA AIR,8,6,1333,4.29,4.29
2016,September,QFA,QANTAS AIRWAYS,119,51,2333,0,-0.00
2016,October,SKW,SKYWEST,43,5842,7,9.98,9.98
2016,October,KLM,ROYAL DUTCH AIRLINES,1,72,14,9.95,9.95
2016,October,CSN,CHINA EASTERN,1,62,16,9.95,9.95
2016,October,CPZ,COMPASS AIRLINES,18,722,25,9.92,9.92
2016,October,SWA,SOUTHWEST AIRLINES,77,2749,28,9.91,9.91
2016,October,VRD,VIRGIN AMERICA,98,3480,28,9.91,9.91
2016,October,DAL,DELTA AIRLINES,63,2209,29,9.91,9.91
2016,October,ETD,ETIHAD AIRWAYS,2,62,32,9.89,9.89
2016,October,FFT,FRONTIER AIRLINES,16,482,33,9.89,9.89
2016,October,JBU,JETBLUE,37,958,39,9.87,9.87
2016,October,ASA,ALASKA AIRLINES,47,1037,45,9.85,9.85
2016,October,WOW,WOW AIR,2,42,48,9.84,9.84
2016,October,ANZ,AIR NEW ZEALAND,3,62,48,9.84,9.84
2016,October,BAW,BRITISH AIRWAYS,6,124,48,9.84,9.84
2016,October,DLH,LUFTHANSA,6,124,48,9.84,9.84
2016,October,ACA,AIR CANADA,36,721,50,9.84,9.84
2016,October,UAL,UNITED AIRLINES,590,11260,52,9.83,9.83
2016,October,AAL,AMERICAN AIRLINES,146,2718,54,9.82,9.82
2016,October,WJA,WESTJET AIRLINES,7,89,79,9.74,9.74
2016,October,CCA,AIR CHINA,12,98,122,9.6,9.60
2016,October,FDX,FEDERAL EXPRESS,12,85,141,9.54,9.54
2016,October,CMP,COPA AIRLINES,10,62,161,9.47,9.47
2016,October,AMX,AEROMEXICO,29,176,165,9.46,9.46
2016,October,NCA,NIPPON CARGO AIRLINES,7,41,171,9.44,9.44
2016,October,HAL,HAWAIIAN AIRLINES,24,124,194,9.37,9.37
2016,October,TAI,TACA INTERNATIONAL AIRLINES,19,89,213,9.3,9.30
2016,October,GTI,ATLAS AIR,19,88,216,9.29,9.29
2016,October,AIC,AIR INDIA,8,26,308,8.99,8.99
2016,October,SIA,SINGAPORE AIRLINES,42,124,339,8.89,8.89
2016,October,CKS,KALITTA AIR,3,8,375,8.77,8.77
2016,October,JAL,JAPAN AIRLINES,30,63,476,8.44,8.44
2016,October,EVA,EVA AIRWAYS,67,134,500,8.36,8.36
2016,October,CPA,CATHAY PACIFIC AIRWAYS,75,144,521,8.3,8.30
2016,October,CAL,CHINA AIRLINES,65,110,591,8.07,8.07
2016,October,KAL,KOREAN AIR,85,122,697,7.72,7.72
2016,October,AAR,ASIANA AIRLINES,114,114,1000,6.73,6.73
2016,October,PAL,PHILIPPINE AIRLINES,63,62,1016,6.67,6.67
2016,October,QFA,QANTAS AIRWAYS,165,54,3056,0,0.00
2016,November,SKW,SKYWEST,24,6147,4,9.99,9.99
2016,November,SCX,SUN COUNTRY,1,118,8,9.97,9.97
2016,November,CES,CHINA EASTERN,1,86,12,9.96,9.96
2016,November,DAL,DELTA AIRLINES,28,1952,14,9.95,9.95
2016,November,CPZ,COMPASS AIRLINES,11,683,16,9.94,9.94
2016,November,VRD,VIRGIN AMERICA,64,3577,18,9.94,9.94
2016,November,DLH,LUFTHANSA,2,111,18,9.94,9.94
2016,November,ACA,AIR CANADA,12,477,25,9.91,9.91
2016,November,SWA,SOUTHWEST AIRLINES,71,2712,26,9.91,9.91
2016,November,FFT,FRONTIER AIRLINES,9,331,27,9.91,9.91
2016,November,ASA,ALASKA AIRLINES,31,996,31,9.89,9.89
2016,November,JBU,JETBLUE,30,947,32,9.89,9.89
2016,November,SWR,SWISS INTERNATIONAL AIRLINES,2,58,34,9.88,9.88
2016,November,BAW,BRITISH AIRWAYS,4,115,35,9.88,9.88
2016,November,AAL,AMERICAN AIRLINES,112,2619,43,9.85,9.85
2016,November,UAL,UNITED AIRLINES,528,10361,51,9.82,9.82
2016,November,FDX,FEDERAL EXPRESS,11,84,131,9.55,9.55
2016,November,CKS,KALITTA AIR,1,7,143,9.5,9.50
2016,November,CCA,AIR CHINA,13,86,151,9.48,9.48
2016,November,HAL,HAWAIIAN AIRLINES,20,120,167,9.42,9.42
2016,November,AMX,AEROMEXICO,34,188,181,9.37,9.37
2016,November,CMP,COPA AIRLINES,27,118,229,9.21,9.21
2016,November,GTI,ATLAS AIR,21,90,233,9.19,9.19
2016,November,TAI,TACA INTERNATIONAL AIRLINES,22,86,256,9.11,9.11
2016,November,NCA,NIPPON CARGO AIRLINES,14,52,269,9.07,9.07
2016,November,ETD,ETIHAD AIRWAYS,18,59,305,8.94,8.94
2016,November,SIA,SINGAPORE AIRLINES,47,119,395,8.63,8.63
2016,November,AIC,AIR INDIA,14,34,412,8.57,8.57
2016,November,CAL,CHINA AIRLINES,45,102,441,8.47,8.47
2016,November,EVA,EVA AIRWAYS,61,124,492,8.29,8.29
2016,November,ABX,AIRBORNE EXPRESS,1,2,500,8.26,8.26
2016,November,PAL,PHILIPPINE AIRLINES,34,60,567,8.03,8.03
2016,November,KAL,KOREAN AIR,73,120,608,7.89,7.89
2016,November,CPA,CATHAY PACIFIC AIRWAYS,85,137,620,7.85,7.85
2016,November,AAR,ASIANA AIRLINES,121,109,1110,6.15,6.15
2016,November,QFA,QANTAS AIRWAYS,121,42,2881,0,0.00
2016,December,SKW,SKYWEST,32,6236,5,9.98,9.98
2016,December,DLH,LUFTHANSA,1,114,9,9.96,9.96
2016,December,CES,CHINA EASTERN,1,90,11,9.95,9.95
2016,December,CSN,CHINA SOUTHERN AIRLINES,1,62,16,9.93,9.93
2016,December,CPZ,COMPASS AIRLINES,15,636,24,9.9,9.90
2016,December,VRD,VIRGIN AMERICA,88,3661,24,9.89,9.89
2016,December,ASA,ALASKA AIRLINES,24,981,24,9.89,9.89
2016,December,WOW,WOW AIR,1,39,26,9.89,9.89
2016,December,DAL,DELTA AIRLINES,50,1923,26,9.88,9.88
2016,December,JBU,JETBLUE,29,968,30,9.87,9.87
2016,December,SCX,SUN COUNTRY,4,133,30,9.87,9.87
2016,December,SWA,SOUTHWEST AIRLINES,95,2715,35,9.85,9.85
2016,December,FFT,FRONTIER AIRLINES,12,313,38,9.83,9.83
2016,December,AAL,AMERICAN AIRLINES,110,2506,44,9.81,9.81
2016,December,UAL,UNITED AIRLINES,575,10509,55,9.76,9.76
2016,December,ACA,AIR CANADA,34,528,64,9.71,9.71
2016,December,FDX,FEDERAL EXPRESS,8,88,91,9.6,9.60
2016,December,HAL,HAWAIIAN AIRLINES,12,126,95,9.58,9.58
2016,December,VOI,VOLARIS,7,69,101,9.55,9.55
2016,December,GTI,ATLAS AIR,16,94,170,9.25,9.25
2016,December,AMX,AEROMEXICO,37,213,174,9.23,9.23
2016,December,CCA,CHINA AIRLINES,16,89,180,9.2,9.20
2016,December,TAI,TACA INTERNATIONAL AIRLINES,19,99,192,9.15,9.15
2016,December,NCA,NIPPON CARGO AIRLINES,13,46,283,8.75,8.75
2016,December,CMP,COPA AIRLINES,35,123,285,8.74,8.74
2016,December,ETD,ETIHAD AIRWAYS,18,62,290,8.71,8.71
2016,December,PAL,PHILIPPINE AIRLINES,24,81,296,8.69,8.69
2016,December,SIA,SINGAPORE AIRLINES,48,123,390,8.27,8.27
2016,December,AIC,AIR INDIA,22,55,400,8.23,8.23
2016,December,FJI,FIJI AIRWAYS,8,18,444,8.03,8.03
2016,December,SQC,SINGAPORE AIRLINES CARGO,2,4,500,7.79,7.79
2016,December,EVA,EVA AIRWAYS,66,131,504,7.77,7.77
2016,December,CPA,CATHAY PACIFIC AIRWAYS,77,150,513,7.73,7.73
2016,December,CAL,CHINA AIRLINES,58,107,542,7.6,7.60
2016,December,KAL,KOREAN AIR,84,122,689,6.95,6.95
2016,December,AAR,ASIANA AIRLINES,107,112,955,5.77,5.77
2016,December,CKS,KALITTA AIR,65,58,1121,5.04,5.04
2016,December,QFA,QANTAS AIRWAYS,122,54,2259,0,0.00
2017,January,SKW,SKYWEST,60,6553,9,9.96,9.96
2017,January,CES,CHINA EASTERN,1,84,12,9.95,9.95
2017,January,CSN,CHINA SOUTHERN AIRLINES,1,62,16,9.93,9.93
2017,January,SAS,ROYAL DUTCH AIRLINES,1,62,16,9.93,9.93
2017,January,UAE,UNITED ARAB EMIRATES,1,62,16,9.93,9.93
2017,January,JAL,JAPAN AIRLINES,1,60,17,9.93,9.93
2017,January,THY,TURKISH AIRLINES,1,56,18,9.92,9.92
2017,January,JBU,JETBLUE,32,1079,30,9.87,9.87
2017,January,ANA,ALL NIPPON AIRWAYS,2,61,33,9.86,9.86
2017,January,VRD,VIRGIN AMERICA,112,3373,33,9.86,9.86
2017,January,CPZ,COMPASS AIRLINES,26,781,33,9.86,9.86
2017,January,ASA,ALASKA AIRLINES,36,971,37,9.84,9.84
2017,January,SWA,SOUTHWEST AIRLINES,95,2510,38,9.84,9.84
2017,January,BAW,BRITISH AIRWAYS,5,124,40,9.83,9.83
2017,January,ANZ,AIR NEW ZEALAND,3,61,49,9.79,9.79
2017,January,AAL,AMERICAN AIRLINES,124,2161,57,9.75,9.75
2017,January,DAL,DELTA AIRLINES,82,1312,63,9.73,9.73
