Year,Month,Airline Code,Airline,Total Noise Exceedances,Total Operations per Month,Exceedances per 1000 Operations,Noise Exceedance Quality Rating Score,Noise Exceedance Rating
2009,June,SWA,SOUTHWEST AIRLINES,71,2558,28,9.9,9.90
2009,June,AWE,US AIRWAYS,37,1180,31,9.88,9.88
2009,June,ASA,ALASKA AIRLINES,29,766,38,9.86,9.86
2009,June,MXA,MEXICANA,8,200,40,9.85,9.85
2009,June,ACA,AIR CANADA,23,558,41,9.85,9.85
2009,June,JBU,JETBLUE,18,418,43,9.84,9.84
2009,June,DAL,DELTA AIRLINES,40,887,45,9.83,9.83
2009,June,COA,CONTINENTAL AIR LINES,41,869,47,9.83,9.83
2009,June,AAL,AMERICAN AIRLINES,93,1852,50,9.82,9.82
2009,June,NWA,NORTHWEST AIRLINES,45,826,54,9.8,9.80
2009,June,CCA,AIR CHINA,3,55,55,9.8,9.80
2009,June,BAW,BRITISH AIRWAYS,7,119,59,9.78,9.78
2009,June,UAL,UNITED AIRLINES,455,7699,59,9.78,9.78
2009,June,TRS,AIRTRAN AIRWAYS,20,310,65,9.76,9.76
2009,June,WJA,WESTJET AIRLINES,2,30,67,9.76,9.76
2009,June,SCX,SUN COUNTRY,7,59,119,9.56,9.56
2009,June,TAI,TACA INTERNATIONAL AIRLINES,11,76,145,9.47,9.47
2009,June,ABX,AIRBORNE EXPRESS,34,174,195,9.28,9.28
2009,June,AMX,AEROMEXICO,12,60,200,9.27,9.27
2009,June,FDX,FEDERAL EXPRESS,22,85,259,9.05,9.05
2009,June,SIA,SINGAPORE AIRLINES,54,120,450,8.35,8.35
2009,June,GTI,ATLAS AIR,1,2,500,8.16,8.16
2009,June,EVA,EVA AIRWAYS,79,115,687,7.48,7.48
2009,June,AAR,ASIANA AIRLINES,146,91,1604,4.11,4.11
2009,June,CPA,CATHAY PACIFIC AIRWAYS,241,136,1772,3.49,3.49
2009,June,CAL,CHINA AIRLINES,219,109,2009,2.62,2.62
2009,June,KAL,KOREAN AIR,211,102,2069,2.4,2.40
2009,June,PAL,PHILIPPINE AIRLINES,140,59,2373,1.28,1.28
2009,June,NCA,NIPPON CARGO AIRLINES,153,58,2638,0.31,0.31
2009,June,QFA,QANTAS AIRWAYS,98,36,2722,0,0.00
2009,July,EGF,AMERICAN AIRLINES EAGLE,1,296,3,9.98,9.98
2009,July,SKW,SKYWEST,29,7836,4,9.98,9.98
2009,July,BAW,BRITISH AIRWAYS,1,124,8,9.96,9.96
2009,July,JBU,JETBLUE,4,429,9,9.96,9.96
2009,July,VRD,VIRGIN AMERICA,23,2086,11,9.95,9.95
2009,July,AWE,US AIRWAYS,16,1211,13,9.94,9.94
2009,July,HAL,HAWAIIAN AIRLINES,1,62,16,9.93,9.93
2009,July,KLM,KLM ROYAL DUTCH AIRLINES,1,62,16,9.93,9.93
2009,July,DLH,LUFTHANSA,2,124,16,9.93,9.93
2009,July,AMF,AMERIFLIGHT,1,59,17,9.92,9.92
2009,July,ACA,AIR CANADA,13,668,19,9.91,9.91
2009,July,ANZ,AIR NEW ZEALAND,1,50,20,9.91,9.91
2009,July,SWA,SOUTHWEST AIRLINES,66,2651,25,9.89,9.89
2009,July,DAL,DELTA AIRLINES,30,999,30,9.87,9.87
2009,July,ASA,ALASKA AIRLINES,26,761,34,9.85,9.85
2009,July,NWA,NORTHWEST AIRLINES,30,870,34,9.85,9.85
2009,July,AAL,AMERICAN AIRLINES,66,1904,35,9.85,9.85
2009,July,FFT,FRONTIER AIRLINES,10,248,40,9.82,9.82
2009,July,CCA,AIR CHINA,2,48,42,9.81,9.81
2009,July,TRS,AIRTRAN AIRWAYS,15,338,44,9.8,9.80
2009,July,UAL,UNITED AIRLINES,417,8103,51,9.77,9.77
2009,July,MXA,MEXICANA,11,211,52,9.77,9.77
2009,July,COA,CONTINENTAL AIR LINES,51,947,54,9.76,9.76
2009,July,AMX,AEROMEXICO,4,63,63,9.72,9.72
2009,July,TAI,TACA INTERNATIONAL AIRLINES,6,90,67,9.7,9.70
2009,July,SCX,SUN COUNTRY,7,62,113,9.5,9.50
2009,July,ABX,AIRBORNE EXPRESS,31,182,170,9.24,9.24
2009,July,FDX,FEDERAL EXPRESS,25,89,281,8.75,8.75
2009,July,SIA,SINGAPORE AIRLINES,46,125,368,8.36,8.36
2009,July,EVA,EVA AIRWAYS,64,108,593,7.37,7.37
2009,July,AAR,ASIANA AIRLINES,111,95,1168,4.81,4.81
2009,July,CPA,CATHAY PACIFIC AIRWAYS,246,151,1629,2.76,2.76
2009,July,KAL,KOREAN AIR,183,111,1649,2.67,2.67
2009,July,PAL,PHILIPPINE AIRLINES,98,57,1719,2.36,2.36
2009,July,CAL,CHINA AIRLINES,195,113,1726,2.33,2.33
2009,July,NCA,NIPPON CARGO AIRLINES,107,60,1797,2.02,2.02
2009,July,QFA,QANTAS AIRWAYS,99,44,2250,0,0.00
2009,August,SKW,SKYWEST,38,7872,5,9.98,9.98
2009,August,VRD,VIRGIN AMERICA,15,2110,7,9.97,9.97
2009,August,JBU,JETBLUE,4,433,9,9.96,9.96
2009,August,AWE,US AIRWAYS,19,1186,16,9.93,9.93
2009,August,AFR,AIR FRANCE,1,62,16,9.93,9.93
2009,August,JAL,JAPAN AIRLINES,1,62,16,9.93,9.93
2009,August,SWA,SOUTHWEST AIRLINES,43,2607,16,9.93,9.93
2009,August,FFT,FRONTIER AIRLINES,5,248,20,9.91,9.91
2009,August,ANZ,AIR NEW ZEALAND,1,46,22,9.9,9.90
2009,August,AAL,AMERICAN AIRLINES,45,1929,23,9.9,9.90
2009,August,BAW,BRITISH AIRWAYS,3,124,24,9.89,9.89
2009,August,ACA,AIR CANADA,19,729,26,9.88,9.88
2009,August,ASA,ALASKA AIRLINES,20,721,28,9.88,9.88
2009,August,DAL,DELTA AIRLINES,31,1001,31,9.86,9.86
2009,August,TRS,AIRTRAN AIRWAYS,11,315,35,9.84,9.84
2009,August,NWA,NORTHWEST AIRLINES,31,823,38,9.83,9.83
2009,August,COA,CONTINENTAL AIR LINES,37,951,39,9.83,9.83
2009,August,UAL,UNITED AIRLINES,370,8109,46,9.8,9.80
2009,August,HAL,HAWAIIAN AIRLINES,3,64,47,9.79,9.79
2009,August,MXA,MEXICANA,10,208,48,9.79,9.79
2009,August,TAI,TACA INTERNATIONAL AIRLINES,6,80,75,9.66,9.66
2009,August,ABX,AIRBORNE EXPRESS,16,167,96,9.57,9.57
2009,August,AMX,AEROMEXICO,7,63,111,9.5,9.50
2009,August,SCX,SUN COUNTRY,7,62,113,9.5,9.50
2009,August,CCA,AIR CHINA,5,44,114,9.49,9.49
2009,August,FDX,FEDERAL EXPRESS,17,84,202,9.1,9.10
2009,August,SIA,SINGAPORE AIRLINES,38,124,306,8.63,8.63
2009,August,EVA,EVA AIRWAYS,38,110,345,8.46,8.46
2009,August,KAL,KOREAN AIR,101,119,849,6.21,6.21
2009,August,NCA,NIPPON CARGO AIRLINES,78,60,1300,4.19,4.19
2009,August,AAR,ASIANA AIRLINES,114,86,1326,4.08,4.08
2009,August,CPA,CATHAY PACIFIC AIRWAYS,211,140,1507,3.27,3.27
2009,August,PAL,PHILIPPINE AIRLINES,100,58,1724,2.3,2.30
2009,August,CAL,CHINA AIRLINES,186,105,1771,2.09,2.09
2009,August,QFA,QANTAS AIRWAYS,94,42,2238,0,0.00
2009,September,EJA,NETJETS AVIATION,1,420,2,10,10.00
2009,September,SKW,SKYWEST,25,7498,3,10,10.00
2009,September,AWE,US AIRWAYS,5,1089,5,9.99,9.99
2009,September,VRD,VIRGIN AMERICA,12,1888,6,9.99,9.99
2009,September,QXE,HORIZON AIR,2,290,7,9.99,9.99
2009,September,SWA,SOUTHWEST AIRLINES,19,2519,8,9.99,9.99
2009,September,DLH,LUFTHANSA,1,120,8,9.99,9.99
2009,September,ASA,ALASKA AIRLINES,8,653,12,9.98,9.98
2009,September,FFT,FRONTIER AIRLINES,3,236,13,9.98,9.98
2009,September,DAL,DELTA AIRLINES,10,737,14,9.98,9.98
2009,September,COA,CONTINENTAL AIR LINES,14,775,18,9.98,9.98
2009,September,ACA,AIR CANADA,11,605,18,9.98,9.98
2009,September,TRS,AIRTRAN AIRWAYS,4,205,20,9.98,9.98
2009,September,AAL,AMERICAN AIRLINES,37,1859,20,9.98,9.98
2009,September,CCA,AIR CHINA,1,44,23,9.97,9.97
2009,September,JBU,JETBLUE,10,403,25,9.97,9.97
2009,September,MXA,MEXICANA,6,201,30,9.96,9.96
2009,September,HAL,HAWAIIAN AIRLINES,2,60,33,9.96,9.96
2009,September,SCX,SUN COUNTRY,2,60,33,9.96,9.96
2009,September,BAW,BRITISH AIRWAYS,4,119,34,9.96,9.96
2009,September,AMX,AEROMEXICO,2,58,34,9.96,9.96
2009,September,NWA,NORTHWEST AIRLINES,29,687,42,9.95,9.95
2009,September,UAL,UNITED AIRLINES,310,7233,43,9.95,9.95
2009,September,TAI,TACA INTERNATIONAL AIRLINES,4,60,67,9.92,9.92
2009,September,ABX,AIRBORNE EXPRESS,15,170,88,9.89,9.89
2009,September,SIA,SINGAPORE AIRLINES,35,120,292,9.64,9.64
2009,September,FDX,FEDERAL EXPRESS,27,84,321,9.6,9.60
2009,September,EVA,EVA AIRWAYS,39,91,429,9.46,9.46
2009,September,KAL,KOREAN AIR,132,104,1269,8.41,8.41
2009,September,AAR,ASIANA AIRLINES,114,88,1295,8.38,8.38
2009,September,NCA,NIPPON CARGO AIRLINES,104,74,1405,8.24,8.24
2009,September,PAL,PHILIPPINE AIRLINES,90,58,1552,8.06,8.06
2009,September,CAL,CHINA AIRLINES,156,95,1642,7.95,7.95
2009,September,CPA,CATHAY PACIFIC AIRWAYS,232,111,2090,7.39,7.39
2009,September,QFA,QANTAS AIRWAYS,88,36,2444,6.94,6.94
2009,October,EJA,NETJETS AVIATION,1,443,2,9.99,9.99
2009,October,QXE,HORIZON AIR,2,294,7,9.97,9.97
2009,October,SKW,SKYWEST,53,7675,7,9.97,9.97
2009,October,AWE,US AIRWAYS,13,1121,12,9.96,9.96
2009,October,OPT,FLIGHT OPTIONS,1,83,12,9.95,9.95
2009,October,SWA,SOUTHWEST AIRLINES,36,2600,14,9.95,9.95
2009,October,ASA,ALASKA AIRLINES,10,664,15,9.94,9.94
2009,October,HAL,HAWAIIAN AIRLINES,1,64,16,9.94,9.94
2009,October,ANA,ALL NIPPON AIRWAYS,1,62,16,9.94,9.94
2009,October,UAE,UNITED ARAB EMIRATES,1,62,16,9.94,9.94
2009,October,TRS,AIRTRAN AIRWAYS,3,183,16,9.94,9.94
2009,October,VRD,VIRGIN AMERICA,33,1918,17,9.93,9.93
2009,October,DAL,DELTA AIRLINES,20,767,26,9.9,9.90
2009,October,FFT,FRONTIER AIRLINES,7,242,29,9.89,9.89
2009,October,NWA,NORTHWEST AIRLINES,21,700,30,9.89,9.89
2009,October,JBU,JETBLUE,13,406,32,9.88,9.88
2009,October,ACA,AIR CANADA,16,474,34,9.87,9.87
2009,October,AAL,AMERICAN AIRLINES,77,1933,40,9.85,9.85
2009,October,COA,CONTINENTAL AIR LINES,32,797,40,9.85,9.85
2009,October,AFR,AIR FRANCE,3,63,48,9.82,9.82
2009,October,UAL,UNITED AIRLINES,366,7411,49,9.81,9.81
2009,October,MXA,MEXICANA,12,214,56,9.79,9.79
2009,October,KLM,KLM ROYAL DUTCH AIRLINES,4,60,67,9.75,9.75
2009,October,AMX,AEROMEXICO,5,62,81,9.69,9.69
2009,October,CCA,AIR CHINA,4,48,83,9.68,9.68
2009,October,BAW,BRITISH AIRWAYS,11,124,89,9.66,9.66
2009,October,DLH,LUFTHANSA,11,124,89,9.66,9.66
2009,October,ABX,AIRBORNE EXPRESS,16,174,92,9.65,9.65
2009,October,TAI,TACA INTERNATIONAL AIRLINES,7,61,115,9.56,9.56
2009,October,FDX,FEDERAL EXPRESS,12,94,128,9.51,9.51
2009,October,AAY,ALLEGIANT AIR,1,4,250,9.05,9.05
2009,October,SIA,SINGAPORE AIRLINES,40,125,320,8.78,8.78
2009,October,EVA,EVA AIRWAYS,39,102,382,8.55,8.55
2009,October,GTI,ATLAS AIR,2,4,500,8.1,8.10
2009,October,AAR,ASIANA AIRLINES,79,87,908,6.55,6.55
2009,October,NCA,NIPPON CARGO AIRLINES,75,66,1136,5.68,5.68
2009,October,KAL,KOREAN AIR,117,101,1158,5.6,5.60
2009,October,CAL,CHINA AIRLINES,152,96,1583,3.98,3.98
2009,October,CPA,CATHAY PACIFIC AIRWAYS,208,116,1793,3.19,3.19
2009,October,PAL,PHILIPPINE AIRLINES,98,46,2130,1.9,1.90
2009,October,QFA,QANTAS AIRWAYS,100,38,2632,0,0.00
2009,November,SKW,SKYWEST,23,7280,3,9.99,9.99
2009,November,TRS,AIRTRAN AIRWAYS,1,179,6,9.98,9.98
2009,November,VRD,VIRGIN AMERICA,11,1877,6,9.98,9.98
2009,November,AWE,US AIRWAYS,7,1041,7,9.97,9.97
2009,November,FFT,FRONTIER AIRLINES,2,236,8,9.97,9.97
2009,November,BAW,BRITISH AIRWAYS,1,116,9,9.97,9.97
2009,November,AMF,AMERIFLIGHT,1,96,10,9.96,9.96
2009,November,JBU,JETBLUE,4,371,11,9.96,9.96
2009,November,SWA,SOUTHWEST AIRLINES,41,2514,16,9.93,9.93
2009,November,VIR,VIRGIN ATLANTIC,1,60,17,9.93,9.93
2009,November,ASA,ALASKA AIRLINES,11,652,17,9.93,9.93
2009,November,DAL,DELTA AIRLINES,13,728,18,9.93,9.93
2009,November,NWA,NORTHWEST AIRLINES,13,677,19,9.92,9.92
2009,November,COA,CONTINENTAL AIR LINES,14,713,20,9.92,9.92
2009,November,AAL,AMERICAN AIRLINES,38,1850,21,9.92,9.92
2009,November,UAL,UNITED AIRLINES,346,6942,50,9.8,9.80
2009,November,TAI,TACA INTERNATIONAL AIRLINES,4,61,66,9.73,9.73
2009,November,MXA,MEXICANA,16,208,77,9.69,9.69
2009,November,ABX,AIRBORNE EXPRESS,13,163,80,9.68,9.68
2009,November,FDX,FEDERAL EXPRESS,11,78,141,9.43,9.43
2009,November,AMX,AEROMEXICO,9,60,150,9.39,9.39
2009,November,AAY,ALLEGIANT AIR,2,8,250,8.99,8.99
2009,November,PAL,PHILIPPINE AIRLINES,12,44,273,8.9,8.90
2009,November,CCA,AIR CHINA,11,40,275,8.89,8.89
2009,November,SIA,SINGAPORE AIRLINES,42,120,350,8.58,8.58
2009,November,EVA,EVA AIRWAYS,44,117,376,8.48,8.48
2009,November,KAL,KOREAN AIR,71,93,763,6.91,6.91
2009,November,NCA,NIPPON CARGO AIRLINES,49,61,803,6.75,6.75
2009,November,AAR,ASIANA AIRLINES,71,84,845,6.58,6.58
2009,November,CPA,CATHAY PACIFIC AIRWAYS,213,136,1566,3.66,3.66
2009,November,CAL,CHINA AIRLINES,221,104,2125,1.4,1.40
2009,November,QFA,QANTAS AIRWAYS,84,34,2471,0,0.00
2009,December,EJA,NETJETS AVIATION,1,330,3,9.99,9.99
2009,December,SKW,SKYWEST,38,7482,5,9.98,9.98
2009,December,QXE,HORIZON AIR,2,297,7,9.97,9.97
2009,December,ACA,AIR CANADA,3,371,8,9.97,9.97
2009,December,DLH,LUFTHANSA,1,117,9,9.96,9.96
2009,December,AWE,US AIRWAYS,12,1005,12,9.95,9.95
2009,December,SWA,SOUTHWEST AIRLINES,41,2562,16,9.93,9.93
2009,December,HAL,HAWAIIAN AIRLINES,1,62,16,9.93,9.93
2009,December,RPA,REPUBLIC AIRLINES,1,62,16,9.93,9.93
2009,December,UAE,UNITED ARAB EMIRATES,1,62,16,9.93,9.93
2009,December,FFT,FRONTIER AIRLINES,4,245,16,9.93,9.93
2009,December,VRD,VIRGIN AMERICA,36,1928,19,9.92,9.92
2009,December,ASA,ALASKA AIRLINES,13,677,19,9.92,9.92
2009,December,DAL,DELTA AIRLINES,18,743,24,9.9,9.90
2009,December,BAW,BRITISH AIRWAYS,3,100,30,9.88,9.88
2009,December,NWA,NORTHWEST AIRLINES,22,690,32,9.87,9.87
2009,December,JBU,JETBLUE,13,400,33,9.86,9.86
2009,December,MES,MESABA AVIATION,2,57,35,9.85,9.85
2009,December,AAL,AMERICAN AIRLINES,70,1918,36,9.85,9.85
2009,December,COA,CONTINENTAL AIR LINES,35,799,44,9.82,9.82
2009,December,SCX,SUN COUNTRY,2,43,47,9.81,9.81
2009,December,TRS,AIRTRAN AIRWAYS,9,186,48,9.8,9.80
2009,December,UAL,UNITED AIRLINES,353,7213,49,9.8,9.80
2009,December,MXA,MEXICANA,13,210,62,9.74,9.74
2009,December,CCA,AIR CHINA,4,44,91,9.62,9.62
2009,December,AMX,AEROMEXICO,7,62,113,9.53,9.53
2009,December,ABX,AIRBORNE EXPRESS,20,172,116,9.52,9.52
2009,December,TAI,TACA INTERNATIONAL AIRLINES,12,100,120,9.5,9.50
2009,December,FDX,FEDERAL EXPRESS,13,99,131,9.45,9.45
2009,December,WJA,WESTJET AIRLINES,2,8,250,8.96,8.96
2009,December,PAL,PHILIPPINE AIRLINES,21,62,339,8.59,8.59
2009,December,SIA,SINGAPORE AIRLINES,52,124,419,8.26,8.26
2009,December,KAL,KOREAN AIR,42,96,438,8.18,8.18
2009,December,EVA,EVA AIRWAYS,55,115,478,8.01,8.01
2009,December,AAR,ASIANA AIRLINES,44,90,489,7.97,7.97
2009,December,CKS,KALITTA AIR,1,2,500,7.92,7.92
2009,December,NCA,NIPPON CARGO AIRLINES,73,57,1281,4.68,4.68
2009,December,CPA,CATHAY PACIFIC AIRWAYS,205,140,1464,3.91,3.91
2009,December,CAL,CHINA AIRLINES,172,106,1623,3.26,3.26
2009,December,QFA,QANTAS AIRWAYS,77,32,2406,0,-0.00
2010,January,ASA,ALASKA AIRLINES,1,609,2,9.99,9.99
2010,January,SKW,SKYWEST,14,7386,2,9.99,9.99
2010,January,QXE,HORIZON AIR,1,297,3,9.99,9.99
2010,January,TRS,AIRTRAN AIRWAYS,1,136,7,9.97,9.97
2010,January,ACA,AIR CANADA,4,358,11,9.96,9.96
2010,January,AWE,US AIRWAYS,14,951,15,9.94,9.94
2010,January,VRD,VIRGIN AMERICA,28,1876,15,9.94,9.94
2010,January,PAL,PHILIPPINE AIRLINES,1,66,15,9.94,9.94
2010,January,HAL,HAWAIIAN AIRLINES,1,64,16,9.94,9.94
2010,January,DAL,DELTA AIRLINES,12,765,16,9.94,9.94
2010,January,JAL,JAPAN AIRLINES,1,62,16,9.94,9.94
2010,January,DLH,LUFTHANSA,2,124,16,9.94,9.94
2010,January,SWA,SOUTHWEST AIRLINES,39,2381,16,9.93,9.93
2010,January,FFT,FRONTIER AIRLINES,5,236,21,9.92,9.92
2010,January,MXA,MEXICANA,6,227,26,9.89,9.89
2010,January,NWA,NORTHWEST AIRLINES,18,625,29,9.88,9.88
2010,January,JBU,JETBLUE,19,627,30,9.88,9.88
2010,January,ANA,ALL NIPPON AIRWAYS,2,62,32,9.87,9.87
2010,January,KLM,KLM ROYAL DUTCH AIRLINES,2,54,37,9.85,9.85
2010,January,ANZ,AIR NEW ZEALAND,2,50,40,9.84,9.84
2010,January,CCA,AIR CHINA,2,47,43,9.83,9.83
2010,January,UAL,UNITED AIRLINES,302,6986,43,9.83,9.83
2010,January,COA,CONTINENTAL AIR LINES,36,744,48,9.81,9.81
2010,January,AAL,AMERICAN AIRLINES,102,1882,54,9.78,9.78
2010,January,AFR,AIR FRANCE,4,62,65,9.74,9.74
2010,January,AMX,AEROMEXICO,5,63,79,9.68,9.68
2010,January,TAI,TACA INTERNATIONAL AIRLINES,7,83,84,9.66,9.66
2010,January,ABX,AIRBORNE EXPRESS,12,108,111,9.56,9.56
2010,January,FDX,FEDERAL EXPRESS,10,81,123,9.51,9.51
2010,January,KAL,KOREAN AIR,20,103,194,9.22,9.22
2010,January,BAW,BRITISH AIRWAYS,29,101,287,8.85,8.85
2010,January,SIA,SINGAPORE AIRLINES,48,122,393,8.43,8.43
2010,January,EVA,EVA AIRWAYS,57,123,463,8.15,8.15
2010,January,AAR,ASIANA AIRLINES,44,89,494,8.02,8.02
2010,January,NAO,NORTH AMERICAN AIRLINES,1,2,500,8,8.00
2010,January,NCA,NIPPON CARGO AIRLINES,27,53,509,7.96,7.96
2010,January,CPA,CATHAY PACIFIC AIRWAYS,192,143,1343,4.63,4.63
2010,January,CAL,CHINA AIRLINES,159,107,1486,4.06,4.06
2010,January,QFA,QANTAS AIRWAYS,77,35,2200,1.2,1.20
2010,January,SOO,SOUTHERN AIR,5,2,2500,0,0.00
2010,February,EJA,NETJETS AVIATION,66,363,3,9.99,9.99
2010,February,SKW,SKYWEST,48,6770,3,9.99,9.99
2010,February,QXE,HORIZON AIR,16,272,4,9.99,9.99
2010,February,ACA,AIR CANADA,2,336,6,9.98,9.98
2010,February,ASA,ALASKA AIRLINES,13,548,7,9.97,9.97
2010,February,AWE,US AIRWAYS,4,684,10,9.96,9.96
2010,February,SWA,SOUTHWEST AIRLINES,7,2187,18,9.93,9.93
2010,February,VRD,VIRGIN AMERICA,7,1737,19,9.92,9.92
2010,February,FFT,FRONTIER AIRLINES,147,216,23,9.91,9.91
2010,February,JBU,JETBLUE,2,1237,28,9.88,9.88
2010,February,DAL,DELTA AIRLINES,25,574,30,9.88,9.88
2010,February,DLH,LUFTHANSA,179,88,34,9.86,9.86
2010,February,JAL,JAPAN AIRLINES,35,56,36,9.85,9.85
2010,February,COA,CONTINENTAL AIR LINES,3,642,39,9.84,9.84
2010,February,AAL,AMERICAN AIRLINES,1,1690,39,9.84,9.84
2010,February,MXA,MEXICANA,53,191,42,9.83,9.83
2010,February,TRS,AIRTRAN AIRWAYS,11,112,45,9.82,9.82
2010,February,UAL,UNITED AIRLINES,5,6402,48,9.81,9.81
2010,February,CCA,AIR CHINA,2,38,53,9.79,9.79
2010,February,BAW,BRITISH AIRWAYS,17,106,66,9.73,9.73
2010,February,ABX,AIRBORNE EXPRESS,44,80,138,9.44,9.44
2010,February,FDX,FEDERAL EXPRESS,8,115,139,9.43,9.43
2010,February,TAI,TACA INTERNATIONAL AIRLINES,43,56,161,9.34,9.34
2010,February,AMX,AEROMEXICO,19,56,232,9.05,9.05
2010,February,PAL,PHILIPPINE AIRLINES,76,56,339,8.62,8.62
2010,February,SIA,SINGAPORE AIRLINES,1,112,438,8.22,8.22
2010,February,KAL,KOREAN AIR,49,88,500,7.96,7.96
2010,February,WJA,WESTJET AIRLINES,21,2,500,7.96,7.96
2010,February,EVA,EVA AIRWAYS,40,97,546,7.77,7.77
2010,February,AAR,ASIANA AIRLINES,9,80,600,7.55,7.55
2010,February,NCA,NIPPON CARGO AIRLINES,5,56,768,6.87,6.87
2010,February,CPA,CATHAY PACIFIC AIRWAYS,305,122,1467,4.02,4.02
2010,February,CAL,CHINA AIRLINES,33,82,1793,2.69,2.69
2010,February,QFA,QANTAS AIRWAYS,1,31,2452,0,-0.00
2010,March,ASH,MESA AVIATION SERVICES,1,309,3,9.99,9.99
2010,March,SKW,SKYWEST,26,7716,3,9.99,9.99
2010,March,QXE,HORIZON AIR,2,301,7,9.97,9.97
2010,March,ASA,ALASKA AIRLINES,5,616,8,9.97,9.97
2010,March,ANA,ALL NIPPON AIRWAYS,1,62,16,9.94,9.94
2010,March,VIR,VIRGIN ATLANTIC,1,62,16,9.94,9.94
2010,March,AWE,US AIRWAYS,12,675,18,9.93,9.93
2010,March,ACA,AIR CANADA,9,386,23,9.91,9.91
2010,March,VRD,VIRGIN AMERICA,52,2061,25,9.9,9.90
2010,March,SWA,SOUTHWEST AIRLINES,64,2466,26,9.9,9.90
2010,March,DAL,DELTA AIRLINES,38,1434,26,9.9,9.90
2010,March,JBU,JETBLUE,18,638,28,9.89,9.89
2010,March,FFT,FRONTIER AIRLINES,8,233,34,9.87,9.87
2010,March,COA,CONTINENTAL AIR LINES,29,728,40,9.84,9.84
2010,March,BAW,BRITISH AIRWAYS,6,123,49,9.81,9.81
2010,March,UAL,UNITED AIRLINES,367,7440,49,9.81,9.81
2010,March,AAL,AMERICAN AIRLINES,118,1919,61,9.76,9.76
2010,March,MXA,MEXICANA,13,209,62,9.76,9.76
2010,March,CCA,AIR CHINA,3,42,71,9.72,9.72
2010,March,TRS,AIRTRAN AIRWAYS,9,124,73,9.72,9.72
2010,March,TAI,TACA INTERNATIONAL AIRLINES,6,61,98,9.62,9.62
2010,March,FDX,FEDERAL EXPRESS,11,91,121,9.53,9.53
2010,March,ABX,AIRBORNE EXPRESS,18,134,134,9.47,9.47
2010,March,DLH,LUFTHANSA,21,122,172,9.33,9.33
2010,March,AMX,AEROMEXICO,11,62,177,9.31,9.31
2010,March,AAY,ALLEGIANT AIR,1,4,250,9.02,9.02
2010,March,SIA,SINGAPORE AIRLINES,44,123,358,8.6,8.60
2010,March,EVA,EVA AIRWAYS,48,98,490,8.08,8.08
2010,March,SOO,SOUTHERN AIR,3,6,500,8.04,8.04
2010,March,AAR,ASIANA AIRLINES,67,88,761,7.02,7.02
2010,March,NCA,NIPPON CARGO AIRLINES,48,60,800,6.87,6.87
2010,March,KAL,KOREAN AIR,85,90,944,6.3,6.30
2010,March,CPA,CATHAY PACIFIC AIRWAYS,230,142,1620,3.66,3.66
2010,March,PAL,PHILIPPINE AIRLINES,108,60,1800,2.96,2.96
2010,March,CAL,CHINA AIRLINES,203,102,1990,2.21,2.21
2010,March,QFA,QANTAS AIRWAYS,92,36,2556,0,0.00
2010,April,SKW,SKYWEST,24,7391,3,9.99,9.99
2010,April,AWE,US AIRWAYS,5,716,7,9.97,9.97
2010,April,DLH,LUFTHANSA,1,104,10,9.96,9.96
2010,April,ACA,AIR CANADA,4,385,10,9.96,9.96
2010,April,QXE,HORIZON AIR,3,288,10,9.96,9.96
2010,April,TRS,AIRTRAN AIRWAYS,2,170,12,9.95,9.95
2010,April,FFT,FRONTIER AIRLINES,3,255,12,9.95,9.95
2010,April,ASA,ALASKA AIRLINES,8,604,13,9.95,9.95
2010,April,CCA,AIR CHINA,1,60,17,9.94,9.94
2010,April,ANA,ALL NIPPON AIRWAYS,1,60,17,9.94,9.94
2010,April,UAE,UNITED ARAB EMIRATES,1,60,17,9.94,9.94
2010,April,JBU,JETBLUE,11,635,17,9.93,9.93
2010,April,VRD,VIRGIN AMERICA,41,1977,21,9.92,9.92
2010,April,SWA,SOUTHWEST AIRLINES,50,2388,21,9.92,9.92
2010,April,COA,CONTINENTAL AIR LINES,16,721,22,9.91,9.91
2010,April,DAL,DELTA AIRLINES,36,1434,25,9.9,9.90
2010,April,UAL,UNITED AIRLINES,319,7409,43,9.83,9.83
2010,April,AAL,AMERICAN AIRLINES,83,1882,44,9.83,9.83
2010,April,HAL,HAWAIIAN AIRLINES,3,60,50,9.81,9.81
2010,April,MXA,MEXICANA,15,203,74,9.71,9.71
2010,April,ABX,AIRBORNE EXPRESS,13,127,102,9.6,9.60
2010,April,AMX,AEROMEXICO,7,60,117,9.55,9.55
2010,April,BAW,BRITISH AIRWAYS,12,100,120,9.53,9.53
2010,April,AFR,AIR FRANCE,7,52,135,9.48,9.48
2010,April,VIR,VIRGIN ATLANTIC,7,50,140,9.46,9.46
2010,April,TAI,TACA INTERNATIONAL AIRLINES,10,60,167,9.35,9.35
2010,April,NCA,NIPPON CARGO AIRLINES,12,52,231,9.1,9.10
2010,April,FDX,FEDERAL EXPRESS,21,88,239,9.07,9.07
2010,April,CKS,KALITTA AIR,1,4,250,9.03,9.03
2010,April,SIA,SINGAPORE AIRLINES,33,120,275,8.93,8.93
2010,April,EVA,EVA AIRWAYS,33,102,324,8.74,8.74
2010,April,HVN,VIET NAM AIRLINES,1,2,500,8.06,8.06
2010,April,KAL,KOREAN AIR,80,93,860,6.66,6.66
