Year,Month,Community,Total Complaints,Total Number of Callers
2012,2,Oakland,8,1
2012,2,Foster City,2,1
2012,2,Daly City,201,6
2012,2,Burlingame,2,2
2012,2,Brisbane,357,18
2012,1,Woodside,28,2
2012,1,South San Franciscio,2,1
2012,1,San Mateo,1,1
2012,1,San Francisco,13,4
2012,1,San Carlos,4,2
2012,1,San Bruno,6,3
2012,1,Redwood City,1,1
2012,1,Palo Alto,147,2
2012,1,Pacifica,38,1
2012,1,Oakland,2,2
2012,1,Montara,1,1
2012,1,Larkspur,1,1
2012,1,Foster City,2,1
2012,1,Daly City,50,2
2012,1,Burlingame,1,1
2012,1,Brisbane,361,16
2012,1,Alameda,1,1
2012,11,San Bruno,5,2
2012,11,San Carlos,2,1
2012,11,San Francisco,29,6
2012,11,San Mateo,3,1
2012,11,Sausalito,1,1
2012,11,South San Franciscio,4,4
2012,11,Sunnyvale,1,1
2012,11,The Sea Ranch,1,1
2012,11,Tiburon,2,1
2012,12,South San Franciscio,5,2
2012,11,Woodside,1,1
2012,12,Alameda,1,1
2012,12,Atherton,4,1
2012,12,Brisbane,20,5
2012,12,Burlingame,1,1
2012,12,Daly City,176,3
2012,12,Foster City,4,3
2012,12,Fremont,1,1
2012,12,Hayward,1,1
2012,12,Menlo Park,3,2
2012,12,Millbrae,1,1
2012,11,Redwood City,1,1
2012,11,Portola Valley,4,2
2012,12,Oakland,2,2
2012,11,Palo Alto,1,1
2012,11,Pacifica,33,7
2012,11,Oakland,11,4
2012,11,Mountain View,1,1
2012,11,Millbrae,6,5
2012,11,Menlo Park,3,2
2012,11,Half Moon Bay,1,1
2011,9,Menlo Park,2,2
2011,12,Woodside,2,1
2011,12,San Mateo,1,1
2011,12,San Francisco,1,1
2011,12,San Carlos,2,1
2011,12,Redwood City,84,3
2011,12,Portola Valley,5,1
2011,12,Pacifica,28,1
2011,12,Oakland,1,1
2011,12,Millbrae,8,1
2011,12,Menlo Park,1,1
2011,12,Hillsborough,6,2
2011,12,Foster City,1,1
2011,12,Daly City,45,2
2011,12,Burlingame,5,2
2011,12,Brisbane,364,10
2011,12,Berkeley,1,1
2011,11,Woodside,9,3
2011,11,South San Franciscio,4,3
2011,11,San Mateo,3,3
2011,11,San Francisco,3,3
2011,11,San Carlos,2,2
2011,11,San Bruno,13,3
2011,11,Redwood City,128,2
2011,11,Portola Valley,5,3
2011,11,Pacifica,32,1
2011,11,Millbrae,1,1
2011,11,Menlo Park,2,1
2011,11,Hillsborough,2,1
2011,11,Foster City,3,3
2011,11,Daly City,112,4
2011,11,Burlingame,2,2
2011,11,Brisbane,535,9
2011,11,Berkeley,1,1
2011,11,Belmont,1,1
2011,11,Atherton,1,1
2011,11,Alameda,2,2
2011,10,Woodside,2,1
2011,10,Sunnyvale,3,1
2011,10,South San Franciscio,17,7
2011,10,San Ramon,1,1
2011,10,San Mateo,1,1
2011,10,San Francisco,21,18
2011,10,San Carlos,3,2
2011,10,Redwood City,246,2
2011,10,Portola Valley,9,6
2011,10,Pacifica,46,4
2011,10,Oakland,1,1
2011,10,Millbrae,3,3
2011,10,Hillsborough,3,2
2011,10,Foster City,12,3
2011,10,Daly City,171,3
2011,10,Burlingame,3,3
2011,10,Brisbane,903,24
2011,10,Alameda,3,1
2011,9,Woodside,4,1
2011,9,Stanford,3,1
2011,9,South San Franciscio,7,6
2011,9,San Mateo,3,3
2011,9,San Francisco,7,6
2011,9,San Carlos,1,1
2011,9,San Bruno,5,4
2011,9,Redwood City,5,4
2011,9,Portola Valley,6,2
2011,9,Pleasanton,1,1
2011,9,Pescadero,1,1
2011,9,Palo Alto,2,1
2011,9,Pacifica,57,2
2011,9,Oakland,3,1
2011,9,Millbrae,3,3
2011,9,Hillsborough,2,1
2011,9,Half Moon Bay,1,1
2011,9,Foster City,3,1
2011,9,Daly City,125,2
2011,9,Brisbane,816,25
2011,9,Berkeley,1,1
2011,9,Belmont,2,1
2011,8,Union City,1,1
2011,8,South San Franciscio,1,1
2011,8,San Ramon,1,1
2011,8,San Mateo,7,6
2011,8,San Francisco,9,5
2011,8,San Bruno,1,1
2011,8,Redwood City,1,1
2011,8,Portola Valley,9,1
2011,8,Palo Alto,20,2
2011,8,Pacifica,25,2
2011,8,Oakland,1,1
2011,8,Novato,3,1
2011,8,Millbrae,1,1
2011,8,Menlo Park,1,1
2011,8,Hillsborough,1,1
2011,8,Foster City,2,2
2011,8,Daly City,165,4
2011,8,Burlingame,3,3
2011,8,Brisbane,473,16
2011,8,Belmont,3,1
2011,7,Woodside,5,1
2011,7,South San Franciscio,1,1
2011,7,San Mateo,4,3
2011,7,San Francisco,12,8
2011,7,San Carlos,1,1
2011,7,San Bruno,6,4
2011,7,Portola Valley,1,1
2011,7,Palo Alto,29,2
2011,7,Pacifica,66,1
2011,7,Oakland,7,1
2011,7,Millbrae,5,1
2011,7,Menlo Park,1,1
2011,7,Los Altos,1,1
2011,7,Half Moon Bay,1,1
2011,7,Foster City,32,3
2011,7,Daly City,99,4
2011,7,Burlingame,1,1
2011,7,Brisbane,94,12
2011,7,Belmont,3,1
2011,7,Alameda,1,1
2011,6,Woodside,1,1
2011,6,South San Franciscio,4,2
2011,6,San Mateo,4,3
2011,6,San Francisco,20,15
2011,6,San Bruno,7,3
2011,6,Palo Alto,32,3
2011,6,Pacifica,89,2
2011,6,Oakland,28,2
2011,6,Millbrae,3,2
2011,6,Menlo Park,3,2
2011,6,Los Altos Hills,1,1
2011,6,Foster City,2,1
2011,6,Daly City,112,31
2011,6,Brisbane,576,12
2011,5,South San Franciscio,8,3
2011,5,San Francisco,14,12
2011,5,San Bruno,5,3
2011,5,Palo Alto,245,4
2011,5,Pacifica,77,1
2011,5,Oakland,5,2
2011,5,Menlo Park,2,1
2011,5,Hillsborough,2,1
2011,5,Half Moon Bay,1,1
2011,5,Foster City,5,3
2011,5,Daly City,315,4
2011,5,Brisbane,78,11
2011,4,South San Franciscio,4,2
2011,4,San Mateo,5,3
2011,4,San Francisco,3,3
2011,4,San Carlos,1,1
2011,4,San Bruno,1,1
2011,4,Palo Alto,20,3
2011,4,Pacifica,68,1
2011,4,Orinda,2,1
2011,4,Oakland,1,1
2011,4,Novato,1,1
2011,4,Millbrae,1,1
2011,4,Menlo Park,2,1
2011,4,Lafayette,1,1
2011,4,La Honda,1,1
2011,4,Kensington,1,1
2011,4,Foster City,5,2
2011,4,Daly City,201,3
2011,4,Burlingame,1,1
2011,4,Brisbane,97,6
2011,4,Alameda,1,1
2011,3,Woodside,1,1
2011,3,South San Franciscio,7,2
2011,3,Sausalito,1,1
2011,3,San Francisco,11,8
2011,3,San Bruno,3,2
2011,3,Redwood City,2,2
2011,3,Portola Valley,2,1
2011,3,Palo Alto,12,2
2011,3,Pacifica,61,3
2011,3,Novato,1,1
2011,3,Mountain View,1,1
2011,3,Millbrae,1,1
2011,3,Menlo Park,2,1
2011,3,Foster City,4,3
2011,3,Daly City,206,4
2011,3,Burlingame,3,3
2011,3,Brisbane,185,17
2011,3,Alameda,2,2
2011,2,South San Franciscio,1,1
2011,2,San Mateo,2,2
2011,2,San Francisco,10,5
2011,2,San Carlos,2,1
2011,2,San Bruno,1,1
2011,2,Portola Valley,1,1
2011,2,Palo Alto,1,1
2011,2,Pacifica,20,3
2011,2,Millbrae,7,4
2011,2,Menlo Park,2,1
2011,2,Hillsborough,1,1
2011,2,Foster City,3,2
2011,2,Daly City,129,4
2011,2,Brisbane,222,10
2011,1,South San Franciscio,2,2
2011,1,San Mateo,7,3
2011,1,San Francisco,33,6
2011,1,San Bruno,1,1
2011,1,Redwood City,1,1
2011,1,Portola Valley,1,1
2011,1,Pacifica,11,1
2011,1,Novato,2,1
2011,1,Montara,1,1
2011,1,Lafayette,1,1
2011,1,Foster City,2,2
2011,1,Daly City,98,4
2011,1,Burlingame,1,1
2011,1,Brisbane,976,27
2011,1,Belmont,1,1
2011,1,Alameda,4,2
2010,10,Palo Alto,12,4
2010,10,Pacifica,33,1
2010,10,Mountain View,2,1
2010,10,Moraga,7,1
2010,10,Millbrae,2,1
2010,10,Menlo Park,2,1
2010,10,Los Altos,4,2
2010,10,La Honda,3,1
2010,10,Foster City,11,3
2010,10,Daly City,187,6
2010,10,Burlingame,4,1
2010,10,Brisbane,302,28
2010,10,Atherton,1,1
2010,10,Alameda,1,1
2010,9,Woodside,3,1
2010,9,South San Franciscio,2,1
2010,9,San Francisco,17,5
2010,9,San Carlos,1,1
2010,9,San Bruno,5,4
2010,9,Palo Alto,18,3
2010,9,Pacifica,66,1
2010,9,Mountain View,1,1
2010,9,Millbrae,3,2
2010,9,Menlo Park,1,1
2010,9,Foster City,20,12
2010,11,Pacifica,9,1
2010,9,Daly City,190,2
2010,12,Brisbane,615,29
2010,9,Burlingame,3,2
2010,9,Brisbane,181,13
2010,8,South San Franciscio,3,3
2010,8,San Mateo,1,1
2010,8,San Francisco,7,3
2010,8,San Carlos,1,1
2010,8,San Bruno,1,1
2010,8,Redwood City,1,1
2010,8,Palo Alto,24,3
2010,8,Pacifica,51,1
2010,8,Millbrae,2,1
2010,8,Menlo Park,1,1
2010,8,Foster City,8,4
2010,8,Daly City,64,3
2010,8,Burlingame,6,4
2010,8,Brisbane,184,7
2010,7,San Mateo,2,2
2010,7,San Francisco,3,2
2010,7,San Carlos,1,1
2010,7,San Bruno,3,2
2010,7,Redwood City,3,2
2010,7,Portola Valley,1,1
2010,7,Palo Alto,7,3
2010,7,Pacifica,43,1
2010,7,Foster City,3,2
2010,7,Daly City,45,2
2010,7,Burlingame,3,2
2010,7,Brisbane,348,7
2010,7,Atherton,5,2
2010,6,South San Franciscio,6,5
2010,6,San Francisco,20,3
2010,6,San Carlos,3,2
2010,6,San Bruno,8,3
2010,6,Redwood City,1,1
2010,6,Portola Valley,6,1
2010,6,Palo Alto,21,2
2010,6,Pacifica,159,2
2010,11,Palo Alto,14,4
2010,6,Millbrae,1,1
2010,6,Menlo Park,7,2
2010,6,La Honda,2,1
2010,11,San Bruno,6,2
2010,6,Foster City,21,8
2010,6,Daly City,58,5
2010,6,Burlingame,5,1
2010,6,Brisbane,269,7
2010,6,Atherton,1,1
2010,11,San Francisco,447,5
2010,5,Woodside,8,1
2010,5,South San Franciscio,3,2
2010,5,San Mateo,1,1
2010,5,San Francisco,4,3
2010,5,San Carlos,2,1
2010,5,San Bruno,5,1
2010,5,Portola Valley,13,1
2010,5,Palo Alto,7,1
2010,5,Pacifica,105,4
2010,5,Novato,1,1
2010,5,Millbrae,2,1
2010,5,Menlo Park,3,2
2010,5,Foster City,1,1
2010,5,Daly City,118,2
2010,5,Brisbane,226,9
2010,5,Atherton,3,1
2010,4,South San Franciscio,2,2
2010,4,San Mateo,2,1
2010,4,San Francisco,2,1
2010,4,Redwood City,5,1
2010,4,Portola Valley,57,2
2010,4,Pacifica,27,3
2010,4,Foster City,40,3
2010,12,Daly City,86,4
2010,4,Daly City,131,4
2010,4,Brisbane,1222,13
2010,4,Belmont,3,3
2010,4,Atherton,1,1
2010,4,Alameda,1,1
2010,3,Woodside,3,1
2010,11,Santa Cruz,3,1
2010,3,South San Franciscio,2,2
2010,3,San Rafael,3,1
2010,3,San Francisco,25,3
2010,3,San Carlos,3,2
2010,3,San Bruno,1,1
2010,3,Redwood City,1,1
2010,3,Portola Valley,7,4
2010,11,South San Franciscio,9,5
2010,12,Foster City,6,1
2010,3,Palo Alto,1,1
2010,3,Pacifica,39,3
2010,3,Millbrae,12,2
2010,3,Los Altos,7,1
2010,3,Foster City,140,5
2010,3,Daly City,241,2
2010,3,Burlingame,1,1
2010,3,Brisbane,725,10
2010,3,Belmont,1,1
2010,3,Atherton,8,1
2010,12,La Honda,1,1
2010,2,Woodside,56,1
2010,2,South San Franciscio,5,3
2010,2,San Rafael,7,1
2010,2,San Mateo,4,1
2010,2,San Francisco,3,3
2010,2,San Carlos,4,1
2010,2,San Bruno,1,1
2010,2,Redwood City,10,2
2010,2,Portola Valley,6,2
2010,2,Pacifica,6,1
2010,2,Millbrae,3,1
2010,2,Foster City,5,2
2010,2,Daly City,92,6
2010,11,Millbrae,1,1
2010,2,Burlingame,1,1
2010,2,Brisbane,187,6
2010,2,Alameda,4,2
2010,1,Woodside,8,1
2010,1,South San Franciscio,9,7
2010,1,San Francisco,7,6
2010,1,San Carlos,8,4
2010,1,San Bruno,1,1
2010,1,Redwood City,5,2
2010,1,Piedmont,2,1
2010,1,Palo Alto,2,1
2010,12,Alameda,1,1
2010,1,Pacifica,10,2
2010,12,Belmont,1,1
2010,1,Oakland,1,1
2010,1,Novato,10,1
2010,1,Millbrae,6,2
2010,1,Menlo Park,2,1
2010,1,Foster City,4,1
2010,12,Millbrae,2,1
2010,1,Daly City,95,2
2010,1,Burlingame,1,1
2010,1,Brisbane,205,14
2010,1,Alameda,1,1
2010,11,Los Altos,3,2
2010,11,Daly City,188,6
2010,11,Brisbane,686,40
2010,12,Woodside,1,1
2010,12,South San Franciscio,2,2
2010,12,Saratoga,1,1
2010,12,San Mateo,3,1
2010,12,San Francisco,31,7
2010,12,San Bruno,8,2
2010,12,Palo Alto,8,1
2010,12,Pacifica,1,1
2010,10,Woodside,1,1
2010,10,Walnut Creek,1,1
2010,10,South San Franciscio,5,2
2010,10,Saratoga,1,1
2010,10,Santa Cruz,1,1
2010,10,San Mateo,2,1
2010,10,San Francisco,84,15
2010,10,San Carlos,4,2
2010,10,San Bruno,2,2
2010,10,Redwood City,5,3
2009,2,South San Franciscio,7,4
2009,12,Woodside,2,1
2009,12,South San Franciscio,3,2
2009,12,San Mateo,1,1
2009,12,San Francisco,3,2
2009,12,San Carlos,3,3
2009,12,Pacifica,8,1
2009,12,Oakland,1,1
2009,12,Millbrae,2,2
2009,12,Menlo Park,2,2
2009,12,Foster City,11,3
2009,12,Daly City,64,4
2009,12,Brisbane,113,3
2009,12,Alameda,1,1
2009,11,South San Franciscio,5,3
2009,11,San Francisco,4,2
2009,11,San Carlos,7,1
2009,11,San Bruno,1,1
2009,11,Redwood City,7,2
2009,11,Portola Valley,2,1
2009,11,Palo Alto,4,1
2009,11,Pacifica,26,1
2009,11,Millbrae,4,2
2009,11,Menlo Park,1,1
2009,11,Los Altos,1,1
2009,11,Hillsborough,1,1
2009,11,Foster City,48,2
2009,11,Daly City,69,2
2009,11,Burlingame,1,1
2009,11,Brisbane,153,7
2009,10,South San Franciscio,6,3
2009,10,San Francisco,18,10
2009,10,San Carlos,36,3
2009,10,Redwood City,5,3
2009,10,Portola Valley,1,1
2009,10,Palo Alto,6,2
2009,10,Pacifica,61,2
2009,10,Millbrae,8,5
2009,10,Menlo Park,1,1
2009,10,Foster City,12,4
2009,10,Daly City,80,2
2009,10,Castro Valley,1,1
2009,10,Brisbane,330,10
2009,9,South San Franciscio,5,1
2009,9,San Francisco,7,7
2009,9,San Carlos,23,4
2009,9,San Bruno,3,2
2009,9,Redwood City,2,1
2009,9,Palo Alto,2,2
2009,9,Pacifica,39,1
2009,9,Millbrae,12,2
2009,9,Hayward,1,1
2009,9,Foster City,18,7
2009,9,Daly City,149,2
2009,9,Castro Valley,1,1
2009,9,Burlingame,2,1
2009,9,Brisbane,284,13
2009,8,Woodside,12,2
2009,8,San Mateo,4,3
2009,8,San Francisco,4,4
2009,8,San Carlos,12,3
2009,8,Redwood City,1,1
2009,8,Portola Valley,1,1
2009,8,Pacifica,22,2
2009,8,Millbrae,14,3
2009,8,Hillsborough,1,1
2009,8,Foster City,20,5
2009,8,Daly City,119,2
2009,8,Brisbane,374,7
2009,7,Woodside,5,1
2009,7,San Mateo,4,3
2009,7,San Francisco,3,3
2009,7,San Carlos,13,3
2009,7,San Bruno,2,2
2009,7,Redwood City,2,1
2009,7,Palo Alto,2,2
2009,7,Pacifica,50,3
2009,7,Millbrae,4,1
2009,7,Hillsborough,3,3
2009,7,Foster City,59,9
2009,7,Daly City,73,2
2009,7,Burlingame,2,2
2009,7,Brisbane,144,7
2009,6,Woodside,33,3
2009,6,San Mateo,1,1
2009,6,San Francisco,8,3
2009,6,San Carlos,20,3
2009,6,San Bruno,3,1
2009,6,Redwood City,24,2
2009,6,Palo Alto,8,3
2009,6,Pacifica,43,4
2009,6,Millbrae,10,2
2009,6,Menlo Park,2,1
2009,6,Hillsborough,3,2
2009,6,Foster City,33,10
2009,6,Daly City,130,2
2009,6,Brisbane,375,13
2009,5,Woodside,3,2
2009,5,South San Franciscio,1,1
2009,5,San Mateo,6,3
2009,5,San Francisco,9,8
2009,5,San Carlos,11,4
2009,5,San Bruno,5,2
2009,5,Redwood City,13,1
2009,5,Palo Alto,1,1
2009,5,Pacifica,34,1
2009,5,Millbrae,2,2
2009,5,Menlo Park,2,1
2009,5,Hillsborough,2,2
2009,5,Foster City,23,7
2009,5,Daly City,18,3
2009,5,Burlingame,5,3
2009,5,Brisbane,134,6
2009,5,Alameda,1,1
2009,4,Woodside,28,3
2009,4,San Francisco,9,8
2009,4,San Carlos,29,3
2009,4,San Bruno,6,3
2009,4,Redwood City,2,1
2009,4,Portola Valley,1,1
2009,4,Palo Alto,10,4
2009,4,Pacifica,64,4
2009,4,Oakland,4,3
2009,4,Mill Valley,2,1
2009,4,Menlo Park,1,1
2009,4,Foster City,13,5
2009,4,Danville,1,1
2009,4,Daly City,46,3
2009,4,Colma,13,1
2009,4,Brisbane,175,11
2009,4,Belmont,1,1
2009,3,Woodside,15,2
2009,3,South San Franciscio,2,2
2009,3,San Mateo,5,1
2009,3,San Francisco,36,4
2009,3,San Carlos,7,3
2009,3,San Bruno,1,1
2009,3,Redwood City,44,1
2009,3,Palo Alto,10,2
2009,3,Pacifica,35,2
2009,3,Oakland,3,1
2009,3,Millbrae,7,4
2009,3,Hillsborough,1,1
2009,3,Foster City,115,11
2009,3,El Cerrito,1,1
2009,3,Daly City,84,3
2009,3,Burlingame,11,6
2009,3,Brisbane,265,10
2009,2,Woodside,9,1
2009,2,Tiburon,3,1
2009,2,San Mateo,5,2
2009,2,San Francisco,43,4
2009,2,San Carlos,30,3
2009,2,Redwood City,33,2
2009,2,Palo Alto,6,2
2009,2,Novato,3,1
2009,2,Foster City,20,10
2009,2,Daly City,120,3
2009,2,Burlingame,1,1
2009,2,Brisbane,210,7
2009,2,Belmont,1,1
2009,1,Woodside,6,1
2009,1,South San Franciscio,6,2
2009,1,San Mateo,6,2
2009,1,San Francisco,2,2
2009,1,San Carlos,19,3
2009,1,San Bruno,7,3
2009,1,Redwood City,1,1
2009,1,Palo Alto,2,1
2009,1,Pacifica,1,1
2009,1,Millbrae,1,1
2009,1,Hillsborough,5,2
2009,1,Foster City,8,1
2009,1,Daly City,93,5
2009,1,Burlingame,1,1
2009,1,Brisbane,211,6
2008,12,Foster City,11,2
2008,12,Daly City,86,4
2008,12,Brisbane,221,10
2008,11,Woodside,8,1
2008,11,South San Franciscio,7,5
2008,11,San Francisco,25,11
2008,11,San Carlos,35,3
2008,11,San Bruno,2,2
2008,12,Menlo Park,1,1
2008,12,Palo Alto,4,3
2008,11,Redwood City,19,1
2008,11,Palo Alto,28,1
2008,11,Pacifica,11,1
2008,11,Millbrae,1,1
2008,11,Hillsborough,1,1
2008,11,Foster City,13,2
2008,11,Daly City,115,3
2008,11,Brisbane,519,9
2008,12,San Bruno,7,3
2008,11,Belmont,1,1
2008,10,Woodside,17,1
2008,10,Tiburon,4,2
2008,10,South San Franciscio,6,5
2008,10,San Mateo,1,1
2008,10,San Francisco,16,15
2008,10,San Carlos,62,3
2008,10,San Bruno,3,3
2008,10,Redwood City,22,2
2008,10,Palo Alto,7,3
2008,10,Pacifica,37,1
2008,10,Oakland,2,1
2008,10,Mill Valley,1,1
2008,10,Foster City,12,3
2008,10,Daly City,60,4
2008,12,San Carlos,97,3
2008,10,Burlingame,1,1
2008,10,Brisbane,517,18
2008,10,Alameda,4,1
2008,9,South San Franciscio,6,3
2008,9,San Mateo,2,2
2008,9,San Francisco,10,3
2008,9,San Carlos,83,2
2008,9,San Bruno,2,2
2008,9,Redwood City,2,1
2008,9,Portola Valley,1,1
2008,9,Palo Alto,22,4
2008,9,Pacifica,8,2
2008,9,Foster City,26,8
2008,9,Daly City,55,1
2008,12,San Francisco,4,4
2008,9,Burlingame,3,1
2008,9,Brisbane,422,11
2008,8,Woodside,11,4
2008,8,South San Franciscio,2,2
2008,8,San Mateo,1,1
2008,8,San Carlos,80,2
2008,8,San Bruno,1,1
2008,8,Redwood City,3,1
2008,8,Palo Alto,13,4
2008,8,Pacifica,27,2
2008,8,Foster City,97,11
2008,8,Daly City,11,3
2008,8,Burlingame,1,1
2008,8,Brisbane,294,11
2008,8,Alameda,2,1
2008,7,Woodside,1,1
2008,7,South San Franciscio,6,3
2008,7,San Mateo,1,1
2008,7,San Carlos,105,3
2008,7,San Bruno,7,4
2008,7,Redwood City,97,2
2008,7,Palo Alto,7,2
2008,7,Pacifica,30,1
2008,7,Menlo Park,1,1
2008,7,Foster City,27,3
2008,7,Daly City,50,1
2008,7,Burlingame,1,1
2008,12,San Mateo,2,1
2008,7,Brisbane,289,5
2008,6,Woodside,1,1
2008,6,South San Franciscio,11,3
2008,6,San Francisco,6,6
2008,6,San Carlos,94,3
2008,6,San Bruno,4,2
2008,6,Redwood City,40,2
2008,6,Portola Valley,2,1
2008,6,Palo Alto,6,2
2008,6,Pacifica,39,2
2008,6,Hillsborough,1,1
2008,6,Foster City,95,7
2008,6,Daly City,236,2
2008,6,Brisbane,219,6
2008,5,Woodside,1,1
2008,5,South San Franciscio,1,1
2008,5,San Francisco,12,3
2008,5,San Carlos,25,3
2008,5,San Bruno,3,3
2008,5,Redwood City,35,2
2008,5,Palo Alto,1,1
2008,5,Pacifica,44,5
2008,5,Foster City,5,4
2008,5,Daly City,36,4
2008,5,Burlingame,1,1
2008,5,Brisbane,356,10
2008,5,Alameda,2,1
2008,4,South San Franciscio,22,4
2008,4,San Mateo,1,1
2008,4,San Francisco,29,9
2008,4,San Carlos,5,2
2008,4,San Bruno,4,2
2008,4,Redwood City,66,1
2008,4,Palo Alto,23,1
2008,12,South San Franciscio,5,1
2008,4,Pacifica,38,2
2008,4,Foster City,3,3
2008,4,Daly City,140,2
2008,4,Burlingame,1,1
2008,4,Brisbane,338,9
2008,12,Woodside,27,1
2008,3,Woodside,1,1
2008,3,South San Franciscio,2,2
2008,3,Sausalito,1,1
2008,3,San Mateo,1,1
2008,3,San Francisco,19,3
2008,3,San Carlos,3,2
2008,3,San Bruno,8,4
2008,3,Redwood City,39,2
2008,3,Pacifica,71,2
2008,3,Millbrae,1,1
2008,3,Foster City,6,2
2008,3,Daly City,356,5
2008,3,Brisbane,321,9
2008,3,Belmont,1,1
2008,2,San Mateo,1,1
2008,2,San Francisco,4,2
2008,2,San Carlos,1,1
2008,2,San Bruno,2,1
2008,2,Redwood City,8,1
2008,2,Palo Alto,1,1
2008,2,Pacifica,1,1
2008,2,Millbrae,4,2
2008,2,Hillsborough,1,1
2008,2,Foster City,23,2
2008,2,Daly City,224,3
2008,2,Burlingame,8,5
2008,2,Brisbane,195,5
2008,2,Alameda,2,2
2008,1,South San Franciscio,2,2
2008,1,San Mateo,1,1
2008,1,San Francisco,21,7
2008,1,San Bruno,4,3
2008,1,Redwood City,1,1
2008,1,Palo Alto,1,1
2008,1,Montara,1,1
2008,1,Millbrae,1,1
2008,1,Foster City,1,1
2008,1,Fairfax,1,1
2008,1,Daly City,388,3
2008,1,Burlingame,5,3
2008,1,Brisbane,158,5
2008,1,Belmont,3,2
2007,5,Tiburon,2,1
2007,12,Woodside,4,1
2007,12,South San Franciscio,5,3
2007,12,San Mateo,2,2
2007,12,San Francisco,21,8
2007,12,Redwood City,19,1
2007,12,Palo Alto,2,2
2007,12,Pacifica,3,3
2007,12,Oakland,2,2
2007,12,Moss Beach,2,1
2007,12,Millbrae,3,2
2007,12,Foster City,5,5
2007,12,Daly City,156,1
2007,12,Burlingame,1,1
2007,12,Brisbane,290,7
2007,12,Alameda,2,1
2007,11,Woodside,1,1
2007,11,San Mateo,1,1
2007,11,San Francisco,24,10
2007,11,San Bruno,6,4
2007,11,Redwood City,51,2
2007,11,Pacifica,7,2
2007,11,Millbrae,3,2
2007,11,Foster City,11,5
2007,11,Daly City,144,3
2007,11,Burlingame,3,2
2007,11,Brisbane,473,8
2007,10,Woodside,5,2
2007,10,South San Franciscio,1,1
2007,10,San Francisco,43,18
2007,10,San Bruno,9,6
2007,10,Redwood City,58,1
2007,10,Portola Valley,11,3
2007,10,Pacifica,51,7
2007,10,Oakland,1,1
2007,10,Menlo Park,1,1
2007,10,Hillsborough,4,1
2007,10,Foster City,37,4
2007,10,Daly City,309,5
2007,10,Burlingame,4,3
2007,10,Brisbane,642,6
2007,10,Boulder Creek,5,1
2007,10,Alameda,4,1
2007,9,Woodside,2,1
2007,9,South San Franciscio,5,3
2007,9,San Mateo,1,1
2007,9,San Francisco,21,6
2007,9,San Carlos,4,1
2007,9,San Bruno,3,2
2007,9,Redwood City,46,3
2007,9,Palo Alto,1,1
2007,9,Pacifica,49,11
2007,9,Millbrae,3,1
2007,9,Menlo Park,3,2
2007,9,Hillsborough,22,2
2007,9,Foster City,52,5
2007,9,Daly City,110,2
2007,9,Burlingame,1,1
2007,9,Brisbane,577,8
2007,9,Alameda,1,1
2007,8,Woodside,6,2
2007,8,South San Franciscio,1,1
2007,8,San Mateo,3,1
2007,8,San Francisco,66,3
2007,8,San Bruno,2,2
2007,8,Redwood City,39,1
2007,8,Portola Valley,1,1
2007,8,Palo Alto,1,1
2007,8,Pacifica,75,5
2007,8,Oakland,1,1
2007,8,Millbrae,5,1
2007,8,Menlo Park,1,1
2007,8,Hillsborough,1,1
2007,8,Foster City,24,3
2007,8,Daly City,162,5
2007,8,Brisbane,398,6
2007,8,Alameda,2,1
2007,7,Woodside,1,1
2007,7,South San Franciscio,4,4
2007,7,San Mateo,1,1
2007,7,San Francisco,80,2
2007,7,San Bruno,6,2
2007,7,Redwood City,46,2
2007,7,Portola Valley,2,2
2007,7,Palo Alto,4,3
2007,7,Pacifica,30,5
2007,7,Menlo Park,1,1
2007,7,Los Altos,1,1
2007,7,Hillsborough,1,1
2007,7,Foster City,39,4
2007,7,Daly City,204,3
2007,7,Brisbane,313,7
2007,7,Alameda,1,1
2007,6,Woodside,3,1
2007,6,South San Franciscio,5,2
2007,6,Santa Clara,1,1
2007,6,San Mateo,3,1
2007,6,San Francisco,74,6
2007,6,San Bruno,16,4
2007,6,Redwood City,12,1
2007,6,Palo Alto,2,2
2007,6,Pacifica,25,3
2007,6,Oakland,1,1
2007,6,Foster City,14,4
2007,6,Daly City,14,2
2007,6,Burlingame,3,1
2007,6,Brisbane,258,6
2007,6,Alameda,3,1
2007,5,Woodside,9,1
2007,5,South San Franciscio,4,3
2007,5,San Mateo,3,2
2007,5,San Francisco,82,3
2007,5,San Bruno,5,4
2007,5,Redwood City,58,1
2007,5,Portola Valley,8,2
2007,5,Palo Alto,11,4
2007,5,Pacifica,69,3
2007,5,Mountain View,1,1
2007,5,Moss Beach,2,1
2007,5,Foster City,5,3
2007,5,Daly City,5,3
2007,5,Burlingame,2,1
2007,5,Brisbane,290,5
2007,5,Atherton,1,1
2007,5,Alameda,2,1
2007,4,Tiburon,3,1
2007,4,South San Franciscio,2,1
2007,4,San Mateo,5,5
2007,4,San Francisco,59,9
2007,4,San Bruno,4,3
2007,4,Redwood City,22,2
2007,4,Palo Alto,1,1
2007,4,Pacifica,36,3
2007,4,Millbrae,1,1
2007,4,Menlo Park,2,1
2007,4,Los Altos,1,1
2007,4,Foster City,3,2
2007,4,Daly City,1,1
2007,4,Burlingame,3,1
2007,4,Brisbane,323,5
2007,4,Alameda,1,1
2007,3,South San Franciscio,1,1
2007,3,San Mateo,4,2
2007,3,San Francisco,4,4
